age,income,gender,city,purchases,score,category,is_active,signup_year,device,last_login_days,target
26.0,8167.720627278029,female,Unknown,19,0.6860858205232889,A,1,2020,Android,58,0
23.0,6191.340002422572,male,Tanta,20,0.3268087617999982,C,,2022,,376,0
26.0,5156.199247034423,male,Alex,21,0.33841631695326624,A,0,2018,Android,43,0
56.0,7716.601002480596,male,Giza,0,0.6289776464704037,D,,2021,,303,0
48.0,13991.935162535912,male,Giza,39,0.9456647634298634,,,2022,iOS,352,1
49.0,2096.7969083320904,male,Alex,40,0.39470942625784144,C,,2018,Android,398,1
58.0,5339.238500624812,,Unknown,16,0.4935903854691277,D,1,2018,iOS,227,0
29.0,13865.497419956684,male,,44,0.6982759707992756,,1,2021,Android,364,0
25.0,15980.285213881372,female,Alex,3,0.3423209554814286,,,,Web,182,1
25.0,5575.785925493242,unknown,Tanta,5,??,B,,2020,iOS,350,0
45.0,5289.359172482947,,Alex,44,0.8461815508619819,B,0,,iOS,235,0
37.0,16332.22107807357,female,Cairo,48,0.6742829825997256,D,,,iOS,41,0
24.0,9443.825111946782,male,Unknown,18,0.536923599408477,C,0,,,375,0
28.0,5974.559293927802,female,Cairo,29,0.983520926297079,,0,,iOS,257,1
37.0,14700.780502248788,unknown,Cairo,22,0.7023805198991457,,,2020,Web,81,1
33.0,12265.663584717997,female,Alex,31,0.643226604545689,D,1,,iOS,40,0
21.0,13314.943119858868,male,,28,0.8768179403222923,C,0,2020,,305,0
23.0,6209.021882081439,unknown,Alex,7,0.5549906741392614,A,1,2022,,89,0
39.0,11686.714034856872,male,,20,0.2429235568268472,C,1,2018,iOS,326,0
43.0,,male,Giza,16,0.137772283047217,A,1,2019,Web,43,0
20.0,12883.574622916984,,,16,0.4710321476653475,,0,2019,Android,89,0
58.0,,unknown,Cairo,20,0.5156541560486496,B,0,2021,Web,186,0
59.0,16314.141474833059,unknown,Alex,14,0.8276942370111463,B,,2018,Android,56,0
31.0,11924.513738899099,male,Giza,26,0.13947450778385084,D,0,2022,,39,1
28.0,7456.955826778755,female,Cairo,24,0.6812302239799051,C,,2018,,59,0
,13947.00019089379,unknown,Giza,32,0.3041269348243616,C,0,2021,,142,1
29.0,5024.325920947192,female,Unknown,1,0.9390302448226384,A,1,2019,iOS,330,0
40.0,8999.56227755031,female,Tanta,41,0.4704213501219393,D,0,2022,iOS,93,0
29.0,12646.35653108122,unknown,Cairo,15,0.6223982196243619,C,1,,,59,0
30.0,-4478.2050018032805,female,Alex,35,0.6501081899729798,D,0,,Android,116,1
42.0,11136.085144059103,unknown,,7,0.0910050752062952,A,1,2019,iOS,65,1
36.0,11348.317323675145,,Unknown,15,0.8521950624706888,,,2020,Web,117,1
53.0,4888.292852969753,unknown,Giza,6,0.164236419923377,D,1,2021,Web,217,0
25.0,11466.372662871914,unknown,Tanta,4,0.39741912695734694,B,1,2019,Web,46,0
46.0,10854.768255652258,unknown,,22,0.6725636866064791,,0,2022,Android,396,1
49.0,10152.873011726382,,Cairo,7,0.05521990110867969,C,,2018,Android,95,1
35.0,15352.452116928294,female,Tanta,2,0.5804238491850517,A,0,2021,Android,364,0
23.0,13955.09210432741,,Unknown,34,0.4099161323500672,A,1,2019,,102,1
35.0,12879.922828210036,female,Tanta,49,0.06385260626473577,B,1,2020,iOS,276,0
36.0,5391.003118407116,unknown,Cairo,35,0.7263911210520492,D,1,2019,,269,1
39.0,9921.96399167328,unknown,Unknown,35,0.5013333926142811,B,1,,Android,78,0
,15329.956328676551,,Giza,14,0.3034401740936171,D,0,2022,Web,248,1
49.0,9034.021802434181,,Cairo,29,0.0843277964229392,B,0,2020,Android,149,0
58.0,16994.179087361066,,Tanta,14,0.5474742054685127,B,0,,Web,361,0
20.0,13011.370328806757,,Cairo,28,0.3059626767418595,A,,2020,iOS,327,0
45.0,17693.0225330151,unknown,Unknown,3,0.9466842313982974,D,1,2021,,73,1
27.0,5197.004996568441,unknown,Tanta,33,0.5915161806703485,B,,2022,Android,399,0
52.0,9304.04107618882,male,Giza,22,0.2850651083525344,C,1,2022,,93,0
46.0,9729.410396463767,,,34,0.5286180496889478,A,0,2020,,256,0
32.0,12727.779878958416,,Alex,27,0.5394953889785168,A,1,2018,Web,389,0
50.0,6676.310881528696,female,Giza,30,0.7267616036853869,A,1,2018,Web,393,0
24.0,2765.7683198358473,female,Cairo,41,0.9022023231668159,A,,2021,Android,90,0
29.0,11701.889681403065,unknown,Alex,32,0.9625936215517972,B,0,2021,,124,0
47.0,8350.870384359698,male,,17,0.7178907702556367,B,1,2021,iOS,178,1
,7881.863311899246,,,4,0.5459132408955482,A,0,2021,Android,197,0
48.0,6882.359880874314,male,Unknown,8,0.2249320864728882,B,,2020,iOS,209,0
41.0,10557.49941032834,male,,19,0.4030294166583981,B,1,2021,,119,0
37.0,5154.141119706355,unknown,Tanta,37,??,D,1,,,298,0
54.0,9126.119138343878,male,Tanta,8,0.12837115309716118,C,1,2018,,169,1
21.0,6270.791582854801,,Unknown,17,0.25640380648735583,D,1,2019,Web,2,0
45.0,7258.701637061025,unknown,,14,0.9844526062816878,,0,,Android,208,1
37.0,11592.14583147831,male,Cairo,14,0.7566900519312574,D,,,Android,110,0
41.0,12931.344379462578,unknown,Giza,13,0.48200670296823267,C,,2018,Web,191,0
,8622.52783012701,unknown,Alex,34,0.22603256474358202,C,1,2021,iOS,41,1
58.0,14355.236770774918,female,Unknown,39,0.5734476640824744,D,,2020,Android,142,1
53.0,5622.788840783002,unknown,,42,0.23187516957049725,D,,2022,Android,15,0
51.0,3160.456277498557,male,Cairo,35,0.19310876582212855,,0,2019,Android,101,0
53.0,3986.5366606788666,female,Cairo,46,0.0937563818654884,A,0,2019,,318,0
19.0,5160.669435487709,,Alex,41,0.34585303763805764,C,0,,iOS,43,1
32.0,4091.980446476742,,Unknown,19,0.5417231881468219,A,0,2021,,103,1
,19095.192630533107,,Giza,10,0.15932761793952654,,1,2021,Web,314,1
53.0,3024.0064558160875,,Giza,40,0.20043547839317566,B,0,2019,Web,117,1
23.0,14218.430065286107,,Unknown,16,0.3911392283293217,B,1,,,321,0
56.0,9886.920179017263,male,Tanta,40,0.4895316389710306,A,,2020,Web,2,0
59.0,11010.702101130595,unknown,,24,0.7622831791651928,D,,2019,,241,0
29.0,5924.216292802908,female,Giza,28,0.5666281650446465,C,0,,iOS,157,1
20.0,11464.537262026079,unknown,Tanta,22,0.6177010701841295,A,1,2020,iOS,316,0
35.0,5887.366502181858,unknown,Unknown,8,0.6962104523290523,D,1,2018,Web,339,1
57.0,14152.447819128009,male,,24,0.4509829344616153,,1,2021,Android,203,0
38.0,14524.810650344052,male,Cairo,40,0.3431333346434742,D,,,iOS,396,1
32.0,9393.121284103354,male,Unknown,22,0.8004207408774443,,0,2020,Web,194,1
50.0,9687.861525905748,female,Cairo,1,0.8283204170495287,A,,2019,Web,154,1
52.0,11947.257547420752,male,Unknown,44,0.1539820918806286,B,1,2018,Android,17,1
43.0,11717.242426260043,unknown,Tanta,0,0.953369525016399,C,,2019,Android,365,0
25.0,14608.658679101274,female,,37,0.9299227358479129,A,0,,iOS,304,0
53.0,14481.306663446345,male,Tanta,5,0.8708778127607131,B,0,2018,iOS,330,0
47.0,9870.21581194398,male,,47,0.42265841868894627,,0,2022,Web,83,0
40.0,7852.48981770275,male,Unknown,43,0.8421784105507059,C,1,2018,,70,1
59.0,13652.289045376645,unknown,Cairo,14,0.6280585590286065,D,,,iOS,79,0
31.0,9296.714130006547,male,Unknown,6,0.20539473931674057,A,1,2020,,54,0
31.0,10511.847740289362,unknown,Cairo,1,0.774883019552924,D,0,2022,,27,1
19.0,12386.423007329908,female,Tanta,29,0.40609499510307634,C,1,,Android,35,0
54.0,14390.00637433911,male,Alex,28,0.2921645707322089,A,0,2018,,168,0
22.0,11173.816638587286,,Giza,11,0.8782922162893867,A,,2018,iOS,134,1
55.0,7357.609243567509,,Tanta,33,0.8622772737142659,D,0,2020,iOS,62,0
58.0,18086.546547390026,unknown,Unknown,29,0.8643732442239942,D,,2021,,316,1
31.0,16886.538151945355,male,Unknown,35,0.8595235603972318,B,,2021,iOS,33,1
56.0,5418.9848923637555,male,Cairo,34,0.5542290944043589,D,0,,iOS,246,1
42.0,5897.027903840347,,Giza,1,0.6169203282775012,,,,Android,286,0
,6462.939331634167,female,,49,0.9488655619922154,B,,2021,iOS,382,1
19.0,13818.479012716647,female,Tanta,2,0.1293411328470584,D,0,2022,Android,398,1
56.0,18258.14436275575,unknown,Giza,41,??,A,0,,iOS,283,1
23.0,7721.770297729524,,Giza,11,0.5262677386077467,D,0,2021,,171,1
34.0,10761.707610620078,unknown,Tanta,3,0.9784075279600571,C,1,2022,Web,142,1
42.0,6613.273628803362,unknown,Cairo,6,0.6392237458667522,B,0,2021,,208,1
45.0,17650.867441973307,female,,19,0.1625441896625357,A,0,2020,,23,0
19.0,,,Cairo,18,0.8154909784791611,D,,2022,iOS,332,0
52.0,6289.139962432632,unknown,Cairo,7,0.6726715642758221,C,,2021,Android,41,0
54.0,539.4650007144137,female,Alex,2,0.1489277892548002,B,,2019,Android,148,0
22.0,,female,Giza,26,0.008992161408818644,B,1,2021,Web,152,0
18.0,7423.818372035077,male,Alex,14,0.5436472973656951,B,1,2019,Web,274,1
57.0,13792.294761449166,,Cairo,7,0.24148911084897773,A,0,2019,,111,0
29.0,11321.606515826865,,,17,0.8672414890199175,D,,2018,,258,1
53.0,1745.6678527417662,male,Tanta,28,0.2509299415778524,A,,,Android,20,1
40.0,6369.504706868373,unknown,Giza,45,??,,,2021,Android,256,1
48.0,8406.348907212647,female,Tanta,35,??,D,1,2018,iOS,120,0
28.0,,female,Unknown,2,0.35031804993208127,,0,2018,Android,177,0
27.0,10522.757281984232,female,Giza,8,0.1818148373694919,D,1,2022,Android,6,0
20.0,11806.216507680934,male,Tanta,9,0.5027217241338562,B,,2019,Web,159,1
31.0,18052.11971878186,female,Cairo,39,0.579271697904571,A,1,2018,Android,42,0
33.0,12124.960645944106,unknown,Alex,19,0.5810136793957835,,0,2021,,247,1
27.0,16709.95479573944,unknown,Tanta,1,0.8566101550765934,B,0,2020,,99,0
46.0,7854.324465064174,male,,0,0.652347287453264,B,,2021,Web,194,0
27.0,15243.46036081154,unknown,Unknown,26,0.7402378332121686,,1,2019,iOS,187,1
29.0,8284.60859279532,,Cairo,3,0.3234481961856299,D,,2022,,192,0
47.0,5873.424393359704,,Unknown,47,0.42068563092776656,,,2021,Web,11,1
,5683.25458804944,female,,36,0.01829260695070478,A,0,2021,iOS,265,1
18.0,-1888.7986634456047,female,,31,0.07910933927024488,C,,,Web,374,0
22.0,13843.371803230712,,Alex,17,0.38511963498649104,D,,2018,Web,280,1
37.0,4194.122336469961,unknown,Unknown,13,0.2097337345674205,B,0,,iOS,346,1
25.0,16336.653555761728,male,,44,0.8129593958977555,,1,2021,Android,60,1
29.0,9216.007739557564,female,Tanta,47,0.6764864921276649,C,1,2019,Web,325,0
18.0,3003.1086333935837,female,,14,0.9703054797352163,,1,2020,Android,339,1
37.0,,,,3,0.8870339626937873,C,0,2018,Android,48,1
45.0,10857.857240414489,,Tanta,18,0.9776610235334307,D,,2021,Android,149,0
54.0,1540.1913735525213,male,Cairo,23,0.36527513258745914,,1,2020,iOS,281,1
54.0,12654.752531294635,female,Alex,29,0.4843763135135254,,0,2021,Web,31,0
29.0,3176.504703732474,unknown,Alex,12,0.37262574534467274,C,1,2022,Web,342,1
54.0,6674.606506609645,unknown,Giza,10,0.9643057265977697,A,1,2019,Android,64,0
45.0,10894.241509187008,,Giza,27,0.40270869401035014,B,1,2022,Web,227,1
32.0,12104.248105779392,male,Tanta,49,0.1167618995495543,C,,2018,Android,333,1
23.0,13589.739083174218,,,10,0.25050989355550346,,0,2020,iOS,146,1
37.0,4120.542939191109,male,Unknown,0,0.42482016009812873,C,1,2022,iOS,392,1
31.0,8611.962431445212,unknown,,46,0.6029939939540809,C,1,2021,,296,1
19.0,14918.497758928563,male,,41,0.6180864772509775,,0,2022,Web,28,1
26.0,8613.046152927413,unknown,Unknown,3,0.7587836175316557,,0,,Android,302,0
54.0,11324.23503042008,male,Cairo,37,0.6478668052563556,A,0,2020,iOS,110,0
37.0,10730.976662998308,,Alex,33,0.49153400596232444,A,0,2021,,114,0
43.0,15855.567180810212,unknown,Tanta,48,0.03017155067544186,A,0,2018,Web,222,1
46.0,7903.408626209706,female,Unknown,11,0.6950283833590563,,,2022,Android,377,0
18.0,3745.22982083634,female,Giza,23,??,D,0,2019,Android,158,1
52.0,5644.576494388456,unknown,Tanta,36,0.468811372400742,A,1,2020,,13,0
23.0,10849.797909925848,female,Cairo,31,0.8963962191148233,B,,2019,Web,150,1
54.0,2937.0666415147425,unknown,Tanta,18,0.5968788933929527,D,1,,,222,1
22.0,7550.137067196374,,Unknown,28,0.19896475768460753,A,,2021,Android,293,0
,10339.37376838389,,Cairo,37,0.8079582084481708,B,0,2019,Web,207,1
,6550.335529104665,male,,48,0.30040912347690296,,,2020,Web,135,1
29.0,11470.839614890003,female,Giza,28,0.5772708392113074,B,1,2020,iOS,384,1
59.0,13259.852930567282,female,Giza,18,0.6358488798117063,A,,2019,iOS,187,0
37.0,12047.088699787035,female,Unknown,19,0.7311214943922812,C,,2019,,127,0
41.0,3036.2276797649756,unknown,Cairo,2,0.0649825702094109,C,0,2021,Web,167,1
51.0,10356.319844063322,,Giza,39,0.854267132457655,B,1,2019,Android,13,0
42.0,10708.490380774374,female,Cairo,4,0.11385032429639041,,,2020,iOS,219,0
46.0,8285.814468043784,male,Tanta,22,0.09453393012060496,D,1,,Android,192,1
56.0,11409.899557853672,female,Alex,4,0.45688455572250486,C,,,Web,76,1
48.0,11248.410590855232,male,Alex,29,0.3721816012132959,D,1,2019,Web,71,0
40.0,9591.06143411665,female,Alex,31,0.054613673824300046,,1,2018,Android,249,0
55.0,5480.777448940062,female,Giza,23,0.16600052065019566,C,1,2020,,178,0
37.0,9880.205714649403,,Unknown,48,0.43921344473188595,,0,2020,iOS,134,1
40.0,18401.18917453486,male,Alex,41,0.829072178588536,A,0,2021,iOS,130,0
33.0,,female,,34,0.12130437937214222,D,1,2021,iOS,90,1
59.0,14712.874561792029,male,Unknown,31,0.10453037417734024,A,1,2022,,274,0
25.0,10174.856592554293,male,Alex,44,0.8048294019470412,,0,2021,iOS,365,0
38.0,6396.719610986387,,Tanta,47,0.4923155161682087,,,2018,Android,276,1
18.0,8665.314858012789,,Alex,43,0.3602492467095608,B,1,2021,iOS,241,0
25.0,9924.083318313544,male,Unknown,21,0.46135364223355946,B,1,2022,Android,299,1
46.0,12948.451598255073,,Giza,20,0.4108466891308944,C,0,2020,iOS,191,0
49.0,20710.20451968698,female,,27,0.7818941706375574,A,,2021,iOS,64,1
55.0,10245.99072706423,female,Tanta,48,0.009327362404854878,A,1,2022,Android,349,0
22.0,4461.133459187995,,Unknown,33,0.43315857862352736,,1,2021,,131,0
39.0,2554.401694248172,male,Cairo,15,0.15885466820817928,B,1,2021,Android,347,0
51.0,8101.969438022803,female,Alex,10,0.30828584707951945,D,1,2020,,121,0
18.0,4923.604450075208,unknown,Tanta,32,0.11217119548074106,,0,2022,Android,318,0
43.0,12510.578338926687,male,Giza,43,0.4269881017683439,A,,2021,Web,104,0
27.0,12543.650755778868,male,Cairo,37,0.643295134851508,A,,2020,Android,381,0
47.0,9343.110554615409,unknown,Alex,18,0.6615932335258106,,1,,Web,252,0
35.0,12958.238970548218,unknown,Tanta,27,0.7967437271105277,,,2022,Android,326,1
34.0,10291.41706496141,male,,28,0.8150114012767274,,,2019,Android,388,0
43.0,18404.082079157604,unknown,Unknown,36,0.5977334536411749,A,,2022,Android,337,0
25.0,,,Alex,2,0.3531499962553022,D,1,2021,Web,1,1
57.0,14030.276842667214,,Tanta,17,0.051315484861135796,A,,2021,Web,376,0
29.0,3483.426651308927,male,Alex,17,0.03586998752577775,,,2022,Web,204,0
44.0,4729.440487468428,,,11,0.1132631046253264,B,1,2020,Android,302,0
25.0,12154.772917470129,female,Tanta,17,0.9838314311808385,D,0,2022,Android,96,1
,3028.4942130715153,,Unknown,31,0.7859774329039378,C,0,2021,Web,109,1
21.0,7189.858707062041,,Alex,41,0.4048722519499627,A,0,2021,Web,288,1
50.0,15307.356758897746,unknown,Tanta,35,0.46620116927636146,D,0,2018,Android,174,1
18.0,7093.648901325421,,Cairo,18,0.7373813438870674,D,,2020,,263,0
36.0,4556.202821708002,male,Giza,3,0.514400641416545,,1,2018,iOS,310,1
48.0,13003.944900876168,,,10,0.3604162426774973,D,0,,,107,1
33.0,19330.895107183802,,Tanta,2,0.3495606594971936,A,1,2021,Web,360,0
31.0,6361.096794118578,male,Tanta,26,0.20964166385757987,B,0,2020,Android,303,0
22.0,15508.116091642765,male,Tanta,46,0.8856115980123354,D,,2020,iOS,139,1
58.0,5800.712650459578,unknown,Alex,15,0.41415382899448006,A,1,2020,iOS,101,0
43.0,9493.89498501844,female,,43,0.7523629368501714,,0,,Web,188,0
45.0,,,Giza,17,0.5737620964523165,D,,2022,,319,0
19.0,6481.082169631152,female,,29,0.7540936521545726,C,,2022,Android,171,0
23.0,13939.278901966623,unknown,Alex,23,0.32090994591023037,C,,2021,Android,162,0
26.0,3071.2559026415265,male,Tanta,5,0.7520087535303261,B,0,,Web,31,0
50.0,10877.714245715855,male,,46,0.7899682932223479,,1,2020,Web,65,0
58.0,14833.740601868176,male,Tanta,33,0.1042800828590188,A,0,2020,Android,62,0
42.0,13564.735611598917,unknown,Giza,11,0.09146378010995282,D,,2020,iOS,171,0
30.0,12210.46777353546,,Cairo,41,0.9854957188221397,A,,2022,Web,70,0
26.0,17133.84726940602,unknown,Alex,22,0.1179540032476949,C,0,2021,Android,122,1
30.0,9011.721848136915,male,Cairo,35,0.6848408703715443,,1,2020,iOS,176,1
48.0,3138.7323312247418,,,39,0.7478132317487834,A,0,2020,iOS,231,0
58.0,10608.43098507379,male,Tanta,14,0.0635108160882144,D,1,2019,iOS,119,0
28.0,9434.069602503892,male,Tanta,15,0.7465109329889849,,1,,iOS,326,0
21.0,478.8074303206213,unknown,Unknown,44,0.419514945854895,D,0,2018,iOS,34,1
51.0,4937.044327712257,unknown,Unknown,46,0.2746740034450297,D,1,,,334,1
55.0,4363.182836573707,female,Cairo,13,??,,1,,Android,197,0
21.0,6334.601835192179,male,Unknown,14,0.8331244890188889,,,,Android,5,0
55.0,8419.715811555883,,,11,0.572794502388606,D,,2022,iOS,267,0
36.0,8592.067174580236,male,Giza,42,0.870627599603582,C,,2019,Android,225,0
23.0,6495.378721284749,,,34,0.022355959345148446,D,,2021,Android,131,1
51.0,4357.276564448476,female,Cairo,24,0.73860478857375,,1,2018,Android,33,1
35.0,11698.532689415842,male,,13,0.16940247508143536,B,1,2021,Web,34,0
30.0,10524.573375502063,,Unknown,1,0.2860739554349817,A,,2022,iOS,198,0
58.0,10660.021743956686,,Unknown,17,0.5722523888883749,D,0,,iOS,359,1
40.0,18005.550487004035,female,Giza,34,0.2744451069643703,A,,2021,,352,1
36.0,10732.933240929036,unknown,,8,0.16815385428317242,D,0,2020,Android,236,0
28.0,8350.040024737753,female,Giza,10,0.8854982188414477,D,0,2020,Android,378,0
18.0,9523.873034104729,,Cairo,25,0.9067234503062496,B,,,Android,6,1
41.0,10444.68649530813,female,Alex,2,0.036371417752842694,,0,2021,Web,392,0
24.0,12771.070066951139,unknown,,4,0.5001211441849805,C,0,2021,Web,28,0
42.0,9798.758079208117,male,,31,0.20367883115443186,,,2021,,250,0
38.0,1256.8559476789615,female,Giza,40,0.8634087939467937,A,1,2021,iOS,178,0
32.0,8034.633445378479,female,Unknown,9,0.4625212570681456,A,0,2020,iOS,262,1
18.0,10006.71928913554,male,Cairo,37,0.4784577427931307,D,,,Web,119,1
29.0,15868.907045432417,female,Alex,5,0.6274726631699769,,1,2019,Web,17,1
24.0,6463.4695932412615,unknown,,10,0.05562407688505944,B,1,2019,Web,211,0
32.0,2641.3261272071695,,Cairo,16,0.12729807431869578,C,1,2021,iOS,350,0
38.0,10289.697429523261,female,Unknown,1,0.4983851618867119,,1,2021,,275,1
36.0,13898.066146789208,male,Alex,40,0.9667069159129191,D,1,2018,iOS,278,0
,8229.596763689218,male,Alex,23,0.8436055696392095,A,0,2021,iOS,213,0
,20723.722691668503,female,Giza,49,0.8893611551466305,,1,2019,,313,0
50.0,19663.741296953376,male,Tanta,4,0.1371550266587761,A,0,2022,Android,302,0
49.0,9673.87278452987,,Unknown,20,0.9586239144504125,D,,2022,iOS,21,0
52.0,10840.20920574949,,Tanta,5,0.7299925317003472,A,,2021,Android,168,1
55.0,16159.291633938894,male,Unknown,3,0.32568503995553566,D,,,iOS,334,1
43.0,9595.743727914414,female,Cairo,8,0.8644671613372593,C,1,2021,iOS,12,0
28.0,6381.601672359171,female,Tanta,4,0.7473098518808954,B,,2022,iOS,266,1
52.0,,male,,3,0.7365097653410505,A,0,2018,Android,211,0
25.0,12089.857790958831,,,8,0.7346204829605651,,0,2019,Web,282,1
31.0,6366.948345928845,,,17,0.8008536332259305,C,1,,Android,302,0
27.0,11256.238766123915,female,Alex,42,??,B,1,2021,iOS,17,0
19.0,9279.727666262748,,Giza,15,0.13687172057614638,,,2021,Web,347,0
26.0,8267.06938895935,unknown,Unknown,1,0.99952242686301,,1,2018,Android,129,1
20.0,6463.721672497712,,Giza,28,0.8723396173640441,D,1,2019,,11,1
38.0,10546.31400230147,female,Unknown,47,0.441627204692538,B,,2021,Web,376,0
43.0,8803.641848997308,,,41,0.15743787288875266,,1,,Android,3,0
25.0,11281.17959541428,,Alex,35,0.4537883866465805,,0,2019,Web,201,1
19.0,13689.269299292395,male,Alex,11,0.7786117464169592,,1,2019,iOS,296,1
23.0,11042.048662439038,unknown,Alex,40,0.602453467355111,C,,,Android,365,0
45.0,11119.080697193467,male,Alex,44,0.27955091602522275,B,0,2022,,271,1
46.0,,,Alex,36,0.4067947136603649,D,,2021,Android,160,1
43.0,15284.602065316907,,,33,0.9542988498767065,C,,2022,Android,58,0
42.0,6181.618055595549,male,Giza,34,0.8038208556315849,C,1,2019,Web,238,1
29.0,2746.0359918634213,unknown,Cairo,39,0.12406937574688226,C,,2021,iOS,254,0
22.0,5180.574337281609,female,Tanta,5,0.5453919617484793,D,0,2020,,214,0
51.0,14654.187601447924,male,Giza,36,0.9309848765087553,D,0,2020,iOS,333,1
54.0,12065.040190892232,,,35,0.034308788260434486,C,0,2018,,27,1
,15903.741803194254,,Tanta,19,0.04254736947961413,C,0,,,362,0
53.0,4046.268136750139,female,Cairo,15,??,A,1,2022,,251,1
32.0,,,Unknown,7,0.5755456290998998,D,,,iOS,96,0
40.0,8723.421166418411,,Cairo,43,0.045999464309886884,,1,2019,,175,0
23.0,,female,Cairo,21,0.9960164852278621,B,0,2020,Android,343,0
38.0,19881.024251390434,,,4,0.5800952957092703,B,1,2021,Android,12,1
40.0,4104.539823072984,,Unknown,4,0.49192974358334407,B,,,Web,185,0
33.0,8209.46928917254,unknown,Tanta,44,0.4476970390674134,C,,,Android,1,0
32.0,9074.114918021502,male,Alex,10,0.7006839368098108,D,1,2019,,379,1
42.0,11998.37414125148,unknown,Unknown,42,0.45835702766245534,A,,,,348,1
53.0,6439.134358299861,unknown,Unknown,18,0.6590767790789945,A,0,2018,,397,0
28.0,14676.909529490997,,Cairo,38,0.4883342131528803,B,1,2019,iOS,345,0
32.0,13391.362762798342,male,Unknown,16,0.6107177605322324,,,2018,,261,0
21.0,10085.800689012096,male,Giza,36,0.8051861303160417,,0,2019,Android,399,0
38.0,15959.482455076733,,Alex,37,0.817168086777842,,1,2021,iOS,340,1
30.0,9694.644756228678,unknown,Cairo,17,0.8490482201643839,,,2022,,174,0
39.0,8759.59365921082,unknown,Tanta,49,0.20296971768056093,A,,2020,,199,1
36.0,18991.462449964747,unknown,Tanta,8,0.06111990055736849,A,0,2019,iOS,390,0
51.0,11330.812190304496,male,Tanta,49,0.836138473935858,D,,2019,Web,250,0
31.0,5564.568777432991,,Tanta,16,0.04229784533128422,A,1,2021,iOS,174,1
21.0,6173.7882391143685,male,Tanta,40,0.21349074661098244,D,0,2021,iOS,326,0
44.0,10085.311632937382,unknown,Cairo,32,0.5261987984685289,D,1,2020,,74,0
46.0,-790.9922413806471,male,Giza,19,0.8554334302667076,C,0,2019,Web,298,1
45.0,7151.547406532103,male,Giza,17,0.896781280573304,A,,2021,iOS,95,0
52.0,9548.227051899034,,Tanta,23,??,,0,2022,,338,1
25.0,9247.611158570277,,Giza,12,0.9667586933994017,B,0,2018,Web,190,1
33.0,4341.5053851551,male,Alex,39,0.7299429351068216,D,1,2018,Android,50,0
59.0,7981.6789385206075,female,Giza,27,0.5277244019670086,B,,2021,Android,84,1
53.0,15309.117537244236,,Unknown,45,0.13437058147343128,,1,2020,,201,1
47.0,14379.169736542994,female,Tanta,2,0.42878551378884966,D,1,2021,Android,258,1
35.0,10430.273776280608,,Unknown,35,0.8223408486032524,D,,2021,iOS,104,0
19.0,9689.90510624054,unknown,Unknown,10,0.2836472000542103,A,0,2018,Android,173,1
30.0,9272.67963192147,female,Tanta,38,0.5782711449032015,C,1,2021,,240,0
21.0,11063.395281677154,unknown,,20,0.9834345037961918,B,0,2020,,94,0
43.0,10461.559801035295,unknown,Cairo,36,0.17442393517603416,,,2018,Android,165,1
42.0,11458.63436891962,male,,1,0.10145725751466139,C,0,,Android,102,1
47.0,12258.07378722485,unknown,Giza,5,0.7955966788413382,C,,2018,,128,0
28.0,4550.016298657597,unknown,,4,0.02492181712226138,A,,2018,,84,0
24.0,8603.790887733849,unknown,Alex,46,0.6432559354256018,D,0,2022,Web,269,1
48.0,10890.60584453289,unknown,,42,0.33574499400490043,,,2019,,235,1
27.0,5653.742154744058,male,,31,0.7238138112881458,C,1,2021,iOS,37,1
56.0,6967.803905382783,male,Cairo,36,0.12025317233920396,C,1,2022,iOS,291,0
30.0,9019.464815716437,unknown,Alex,49,0.330043942300576,B,0,2021,,124,1
48.0,9240.244037935534,female,,39,0.01703690378558964,,1,2020,Web,243,0
24.0,10974.712541010913,,Tanta,10,0.23509099399646405,,,,,93,0
59.0,6183.861566689204,female,Giza,16,0.48325865221810327,C,1,2019,,380,0
59.0,14356.092047026304,unknown,,13,0.17761341248978735,D,1,2021,iOS,212,0
53.0,9203.158492710278,male,Cairo,1,0.5996555344206397,,0,2021,,36,1
37.0,,unknown,Tanta,38,0.11814662277953203,,,2019,iOS,381,1
21.0,8335.754012434501,unknown,Cairo,17,0.7452235491265146,B,1,2020,Android,85,0
24.0,11060.428375866308,male,Unknown,32,0.9216647650321507,B,,2020,,187,0
18.0,17520.495217482836,female,,29,0.3859254662289092,B,0,2021,Android,158,1
59.0,8293.96520824183,,Giza,14,0.5282060675278298,D,1,2019,iOS,301,1
30.0,7549.766405111409,unknown,Giza,28,??,D,,2018,Web,130,1
39.0,6264.300002600429,male,Tanta,25,0.7853954729826991,,1,2018,Web,307,1
38.0,9731.701676425919,,Tanta,0,0.9941910297712052,D,0,,Android,244,0
39.0,9679.583438786281,,Tanta,16,0.735685979234037,B,0,2022,,81,1
45.0,10231.493565691819,,Giza,38,0.2145302288725215,D,,,Android,95,1
26.0,12107.15145881342,male,,47,0.6960801516619828,,1,2019,,395,1
43.0,11539.756481713326,unknown,Unknown,1,0.6157639944318252,C,1,2020,iOS,249,1
26.0,9898.653333102819,male,Giza,14,0.21011988570445073,A,,2022,Web,147,0
32.0,18792.107056175104,unknown,Tanta,21,0.24096183502250756,D,0,2020,,284,0
27.0,13108.061278414323,female,Alex,19,0.6527868089091818,C,0,2022,Web,15,0
41.0,5098.330257217023,,,28,0.8078186605719776,,1,2020,Android,99,0
